Title,Year,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence
Wonderwall - Remastered,1995,0,0.37,0.87,0.23,0.04,0.48
Don't Look Back In Anger - Remastered,1995,0.06,0.33,0.92,0.13,0.06,0.34
Streets of Philadelphia - Single Edit,1995,0.29,0.74,0.29,0.09,0.03,0.44
Earth Song,1995,0.48,0.5,0.44,0.09,0.03,0.14
Street Spirit (Fade Out),1995,0.31,0.49,0.45,0.18,0.03,0.13
Man in the Mirror,1995,0.43,0.79,0.8,0.11,0.04,0.27
Aan De Kust,1995,0.93,0.51,0.31,0.13,0.05,0.22
Beat It,1995,0.03,0.76,0.8,0.17,0.04,0.91
Margherita,1995,0.52,0.54,0.25,0.14,0.04,0.14
Vivo per lei,1995,0.7,0.53,0.46,0.18,0.03,0.29
Circle Of Life,1995,0.28,0.28,0.61,0.11,0.04,0.16
They Don't Care About Us,1995,0.21,0.86,0.91,0.32,0.13,0.73
Champagne Supernova - Remastered,1995,0.47,0.29,0.8,0.36,0.04,0.12
You Do Something To Me,1995,0.48,0.44,0.34,0.11,0.03,0.3
Lemon Tree,1995,0.64,0.66,0.48,0.12,0.04,0.64
Weak,1995,0.01,0.53,0.77,0.26,0.03,0.45
Ik Leef Niet Meer Voor Jou,1995,0.02,0.55,0.82,0.04,0.05,0.57
Gangsta's Paradise,1995,0.07,0.65,0.51,0.4,0.06,0.39
Con Te Partirò,1995,0.84,0.24,0.37,0.09,0.03,0.3
Don't Speak,1995,0.25,0.52,0.71,0.18,0.04,0.54
Heaven For Everyone - Remastered 2011,1995,0.29,0.6,0.43,0.17,0.03,0.27
Fake Plastic Trees,1995,0.17,0.45,0.23,0.2,0.03,0.13
Too Much Love Will Kill You - 2011 Remaster,1995,0.58,0.41,0.4,0.16,0.03,0.21
1979 - Remastered 2012,1995,0.02,0.77,0.79,0.05,0.03,0.96
Avalon,1995,0.67,0.76,0.49,0.21,0.03,0.88
You Don't Fool Me - Remastered 2011,1995,0.1,0.59,0.83,0.38,0.04,0.58
Can You Feel The Love Tonight,1995,0.81,0.3,0.36,0.1,0.03,0.15
Dear Mama,1995,0.37,0.77,0.54,0.13,0.1,0.32
Diane,1995,0.68,0.42,0.43,0.25,0.04,0.04
Stranger in Moscow,1995,0.25,0.8,0.47,0.32,0.04,0.59
An American Trilogy,1995,0.73,0.21,0.13,0.96,0.03,0.17
Secret Garden,1995,0.58,0.52,0.33,0.12,0.03,0.12
"Tonight, Tonight - Remastered 2012",1995,0,0.29,0.67,0.24,0.04,0.22
Bullet With Butterfly Wings - Remastered 2012,1995,0,0.4,0.72,0.05,0.06,0.48
A Winter's Tale - 2011 Remaster,1995,0.18,0.36,0.56,0.31,0.03,0.14
Gold,1995,0,0.53,0.86,0.13,0.03,0.44
High And Dry,1995,0.07,0.42,0.38,0.09,0.03,0.35
Fairground,1995,0.21,0.72,0.73,0.08,0.04,0.62
Avond,1996,0.66,0.48,0.37,0.12,0.04,0.17
She - Tous les visages de l’amour,1996,0.22,0.35,0.39,0.15,0.03,0.36
Insomnia,1996,0.18,0.79,0.58,0.17,0.04,0.26
Jesus to a Child,1996,0.31,0.53,0.42,0.08,0.03,0.19
Down Under,1996,0.05,0.75,0.79,0.05,0.03,0.89
Jump,1996,0.07,0.55,0.82,0.06,0.03,0.77
Het Is Een Nacht... (Levensecht),1996,0.54,0.63,0.62,0.16,0.03,0.5
Where the Wild Roses Grow - 2011 - Remaster,1996,0.38,0.34,0.47,0.1,0.03,0.16
Beautiful Noise,1996,0.12,0.53,0.35,0.15,0.03,0.73
Yesterday When I Was Young,1996,0.4,0.33,0.51,0.37,0.06,0.29
De Waarheid,1996,0.11,0.34,0.36,0.33,0.03,0.09
Wereld Zonder Jou,1996,0.51,0.57,0.36,0.17,0.03,0.09
Wannabe,1996,0.1,0.77,0.86,0.16,0.03,0.89
Hedonism (Just Because You Feel Good),1996,0.09,0.56,0.54,0.16,0.03,0.31
Killing Me Softly With His Song,1996,0.03,0.77,0.29,0.57,0.14,0.51
You Have Been Loved,1996,0.24,0.61,0.24,0.11,0.03,0.16
Children,1996,0,0.6,0.76,0.06,0.03,0.39
No Diggity,1996,0.3,0.87,0.65,0.28,0.29,0.67
"Casser la voix - Live ""Si Ce Soir""",1996,0.02,0.27,0.72,0.84,0.06,0.34
Beautiful Goodbye,1996,0.65,0.49,0.29,0.18,0.03,0.04
Ain't Nobody,1996,0.19,0.8,0.88,0.14,0.04,0.82
A Long December,1996,0.47,0.39,0.58,0.22,0.03,0.38
Novocaine For The Soul,1996,0,0.41,0.72,0.08,0.04,0.31
Per Spoor (Kedeng Kedeng),1996,0.2,0.58,0.88,0.15,0.05,0.79
Bitter Sweet Symphony,1997,0.03,0.36,0.92,0.41,0.05,0.52
Zeg Me Dat Het Niet Zo Is,1997,0.85,0.35,0.13,0.17,0.04,0.29
Du hast,1997,0,0.64,0.92,0.33,0.04,0.72
"Take Me Home, Country Roads",1997,0.55,0.26,0.43,0.19,0.03,0.55
Karma Police,1997,0.06,0.36,0.51,0.17,0.03,0.32
Everlong,1997,0,0.41,0.88,0.08,0.04,0.36
Op Fietse,1997,0.19,0.53,0.86,0.24,0.03,0.86
Paranoid Android,1997,0.04,0.25,0.85,0.05,0.06,0.19
Lopen Tot De Zon Komt,1997,0.89,0.43,0.33,0.14,0.03,0.36
Into My Arms - 2011 Remastered Version,1997,0.89,0.48,0.09,0.11,0.04,0.22
Engel,1997,0.01,0.64,0.66,0.3,0.03,0.33
k Heb Je Lief,1997,0.73,0.53,0.37,0.09,0.04,0.22
Chan Chan,1997,0.83,0.4,0.5,0.1,0.04,0.68
Firestarter,1997,0,0.53,0.95,0.16,0.08,0.38
The Unforgiven II,1997,0,0.49,0.88,0.27,0.04,0.25
Smack My Bitch Up,1997,0,0.61,0.99,0.11,0.15,0.23
You'll Never Walk Alone,1997,0.25,0.47,0.37,0.19,0.03,0.22
Good Riddance (Time of Your Life),1997,0.18,0.48,0.43,0.16,0.03,0.65
Candle In The Wind 1997,1997,0.98,0.45,0.31,0.17,0.03,0.37
No Surprises,1997,0.06,0.26,0.39,0.11,0.03,0.12
Als Het Vuur Gedoofd Is,1997,0.49,0.56,0.64,0.14,0.03,0.61
Little Green Bag,1997,0.04,0.71,0.61,0.08,0.03,0.88
Beds Are Burning - Remastered,1997,0.01,0.75,0.5,0.09,0.04,0.34
"My Heart Will Go On - Love Theme from ""Titanic""",1997,0.73,0.43,0.28,0.12,0.03,0.04
t Dondert En 't Bliksemt,1997,0.64,0.7,0.95,0.09,0.07,0.89
Breathe,1997,0.01,0.68,0.82,0.04,0.05,0.32
The Memory Remains,1997,0,0.43,0.9,0.21,0.04,0.6
N'oubliez Jamais,1997,0.14,0.59,0.49,0.06,0.02,0.35
Tell Him,1997,0.76,0.34,0.4,0.11,0.04,0.07
Mooi Liedje,1997,0.96,0.49,0.21,0.1,0.04,0.22
Can't Stand Losing You,1997,0.35,0.76,0.63,0.04,0.31,0.93
Songbird,1997,0.85,0.38,0.23,0.13,0.03,0.15
Hier Komt De Storm,1997,0.51,0.41,0.77,0.24,0.04,0.43
The Drugs Don't Work,1997,0.18,0.44,0.52,0.15,0.03,0.18
Around the World,1997,0,0.96,0.8,0.09,0.15,0.84
Somebody to Love,1998,0.05,0.33,0.86,0.97,0.05,0.38
Nobody's Wife,1998,0.01,0.51,0.91,0.17,0.04,0.46
Als Ze Er Niet Is,1998,0.24,0.38,0.49,0.11,0.06,0.21
Careless Whisper,1998,0.13,0.57,0.63,0.27,0.04,0.79
Whiskey In The Jar,1998,0,0.51,0.97,0.19,0.04,0.53
Don't Let the Sun Go Down on Me,1998,0.49,0.44,0.55,0.54,0.03,0.26
The Whole of the Moon,1998,0.07,0.54,0.85,0.6,0.03,0.6
Liefs Uit Londen,1998,0.81,0.44,0.13,0.18,0.04,0.13
Narcotic - Long Version,1998,0,0.59,0.59,0.08,0.03,0.36
New Year's Day,1998,0,0.52,0.8,0.61,0.03,0.63
Cowboys and Angels,1998,0.04,0.57,0.51,0.13,0.03,0.28
Zelfs Je Naam Is Mooi,1998,0.38,0.56,0.46,0.21,0.02,0.45
Toen Ik Je Zag - Single Version,1998,0.71,0.37,0.2,0.3,0.04,0.14
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",1998,0.17,0.38,0.66,0.25,0.03,0.14
Fields Of Gold,1998,0.97,0.46,0.09,0.08,0.03,0.31
A Different Corner,1998,0.86,0.27,0.29,0.11,0.03,0.15
Teardrop,1998,0.02,0.62,0.42,0.14,0.04,0.22
Faith,1998,0.01,0.92,0.5,0.07,0.1,0.56
Father Figure,1998,0.23,0.48,0.39,0.08,0.03,0.25
Niet Of Nooit Geweest,1998,0.38,0.48,0.51,0.17,0.04,0.51
Is Dit Nu Later,1998,0.52,0.41,0.51,0.69,0.04,0.38
De Bestemming,1998,0.28,0.27,0.5,0.1,0.03,0.13
Freak On a Leash,1998,0,0.35,0.9,0.39,0.05,0.53
Onderuit,1998,0.1,0.68,0.57,0.09,0.03,0.65
Non non rien n'a changé,1998,0.48,0.5,0.48,0.2,0.09,0.47
I'm Not so Tough,1998,0.02,0.73,0.58,0.1,0.03,0.55
Killer / Papa Was a Rollin' Stone,1998,0.03,0.71,0.98,0.76,0.05,0.58
I Knew You Were Waiting (For Me),1998,0.26,0.72,0.84,0.24,0.05,0.68
If You Tolerate This Your Children Will Be Next,1998,0,0.22,0.8,0.09,0.04,0.26
Praying for Time,1998,0.02,0.57,0.8,0.09,0.03,0.21
Hilversum 3,1998,0.92,0.69,0.22,0.11,0.06,0.47
The Reflex,1998,0.12,0.56,0.9,0.57,0.1,0.8
World of Hurt,1998,0.62,0.87,0.47,0.13,0.04,0.64
As,1998,0.14,0.67,0.74,0.2,0.19,0.77
Pure Morning,1998,0.04,0.39,0.9,0.11,0.07,0.2
She's The One,1998,0.66,0.24,0.61,0.22,0.03,0.33
Ik Heb Je Lief,1998,0.77,0.3,0.48,0.73,0.06,0.24
Pretty Fly (For A White Guy),1998,0.09,0.72,0.9,0.07,0.1,0.96
I Can't Make You Love Me,1998,0.73,0.56,0.19,0.11,0.03,0.12
Praise You,1998,0.1,0.6,0.89,0.17,0.05,0.53
Sacrifice,1998,0.74,0.54,0.17,0.09,0.05,0.24
Toveren,1998,0.58,0.81,0.28,0.21,0.03,0.81
Kissing a Fool,1998,0.17,0.39,0.27,0.11,0.03,0.17
Hijo de la Luna,1998,0.68,0.45,0.54,0.06,0.03,0.61
"Slaap Zacht , Elisabeth",1998,0.36,0.44,0.38,0.1,0.03,0.19
Angels,1999,0.15,0.44,0.59,0.1,0.03,0.25
Tears in Heaven,1999,0.84,0.5,0.24,0.13,0.03,0.31
Californication,1999,0,0.59,0.77,0.13,0.03,0.33
Harder Dan Ik Hebben Kan,1999,0.09,0.62,0.4,0.15,0.02,0.35
Learn to Fly,1999,0,0.47,0.92,0.26,0.04,0.54
Total Eclipse of the Heart,1999,0.2,0.44,0.66,0.1,0.07,0.18
Scar Tissue,1999,0.08,0.6,0.72,0.11,0.03,0.55
Otherside,1999,0,0.46,0.8,0.08,0.06,0.51
"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",1999,0.06,0.57,0.74,0.09,0.03,0.66
Let Me Entertain You,1999,0,0.46,0.96,0.09,0.07,0.37
Road Trippin',1999,0.31,0.24,0.47,0.12,0.04,0.39
Jesus He Knows Me,1999,0.57,0.6,0.87,0.08,0.04,0.65
The Family Tree,1999,0.81,0.34,0.1,0.1,0.03,0.26
Porcelain,1999,0,0.3,0.64,0.25,0.03,0.33
Unintended,1999,0.65,0.49,0.28,0.11,0.03,0.16
LA Song,1999,0.1,0.77,0.62,0.09,0.04,0.51
The Dolphin's Cry,1999,0,0.34,0.79,0.14,0.04,0.43
All Star,1999,0.04,0.73,0.87,0.09,0.03,0.78
Why Does My Heart Feel So Bad?,1999,0,0.6,0.62,0.08,0.03,0.05
Il Volo,1999,0.03,0.45,0.4,0.06,0.03,0.17
The Next Episode,1999,0.03,0.92,0.91,0.09,0.27,0.31
Geen Kind Meer,1999,0.95,0.5,0.17,0.14,0.03,0.25
All The Small Things,1999,0.01,0.43,0.9,0.61,0.05,0.68
Run To The Water,1999,0,0.15,0.85,0.09,0.05,0.29
Hart Van Mijn Gevoel,1999,0.54,0.44,0.43,0.14,0.03,0.26
Smooth (feat. Rob Thomas),1999,0.16,0.61,0.92,0.3,0.03,0.96
My Name Is,1999,0.04,0.87,0.68,0.09,0.32,0.82
Desert Rose,1999,0.01,0.58,0.65,0.11,0.03,0.13
Hey Boy Hey Girl,1999,0.12,0.63,0.92,0.11,0.05,0.36
At Last,1960,0.55,0.27,0.35,0.33,0.03,0.33
Can't Help Falling in Love,1961,0.94,0.4,0.29,0.11,0.03,0.34
Fly Me To The Moon (In Other Words),1962,0.45,0.67,0.26,0.06,0.05,0.37
Stand by Me,1962,0.57,0.65,0.31,0.07,0.04,0.61
"Oh, Pretty Woman",1962,0.72,0.62,0.6,0.07,0.03,0.96
Ring of Fire,1963,0.62,0.66,0.59,0.35,0.03,0.78
Blowin' in the Wind,1963,0.91,0.38,0.1,0.06,0.05,0.44
In Dreams,1963,0.67,0.5,0.44,0.13,0.03,0.71
Twist And Shout - Remastered 2009,1963,0.64,0.48,0.85,0.04,0.05,0.94
Are You Lonesome Tonight,1963,0.92,0.36,0.09,0.11,0.05,0.19
I Saw Her Standing There - Remastered 2009,1963,0.27,0.49,0.8,0.07,0.04,0.97
"Don't Think Twice, It's All Right",1963,0.89,0.6,0.24,0.25,0.04,0.47
The Sound of Silence - Acoustic Version,1964,0.84,0.53,0.22,0.11,0.03,0.33
Dance/Electronic Of The Rising Sun,1964,0,0.3,0.58,0.1,0.03,0.23
Folsom Prison Rock,1964,0.19,0.69,0.53,0.28,0.03,0.78
The Times They Are A-Changin',1964,0.89,0.39,0.4,0.08,0.03,0.59
A Change Is Gonna Come,1964,0.72,0.21,0.38,0.3,0.03,0.45
A Hard Day's Night - Remastered 2009,1964,0.14,0.59,0.81,0.1,0.04,0.8
Nathalie,1964,0.75,0.42,0.63,0.59,0.08,0.81
Eight Days A Week - Remastered 2009,1964,0.41,0.65,0.58,0.12,0.04,0.74
It's All Over Now - Mono Version,1964,0.02,0.6,0.69,0.33,0.03,0.76
Yesterday - Remastered 2009,1965,0.88,0.33,0.18,0.09,0.03,0.32
(I Can't Get No) Satisfaction - Mono Version,1965,0.04,0.72,0.86,0.13,0.03,0.93
Like a Rolling Stone,1965,0.73,0.48,0.72,0.19,0.03,0.56
Norwegian Wood (This Bird Has Flown) - Remastered 2009,1965,0.18,0.43,0.37,0.11,0.04,0.65
Help! - Remastered 2009,1965,0.19,0.53,0.73,0.1,0.03,0.76
Unchained Melody,1965,0.4,0.34,0.21,0.18,0.03,0.29
Michelle - Remastered 2009,1965,0.65,0.58,0.29,0.11,0.03,0.67
Feeling Good,1965,0.86,0.4,0.33,0.19,0.04,0.55
My Generation - Stereo Version,1965,0.31,0.41,0.78,0.08,0.06,0.71
In My Life - Remastered 2009,1965,0.45,0.69,0.44,0.11,0.03,0.44
As Tears Go By - Mono Version,1965,0.72,0.33,0.28,0.18,0.03,0.37
It Was A Very Good Year,1965,0.86,0.22,0.14,0.11,0.03,0.13
Time Is On My Side - Mono Version,1965,0.29,0.53,0.65,0.11,0.04,0.42
Little Red Rooster - Mono Version,1965,0.07,0.72,0.43,0.1,0.04,0.67
Mr. Tambourine Man,1965,0.51,0.46,0.47,0.44,0.03,0.64
"Paint It, Black",1966,0.05,0.46,0.8,0.4,0.09,0.61
God Only Knows - Remastered,1966,0.25,0.52,0.49,0.06,0.03,0.48
California Dreamin' - Single Version,1966,0.35,0.55,0.61,0.05,0.03,0.64
Eleanor Rigby - Remastered 2009,1966,0.94,0.58,0.28,0.31,0.04,0.81
River Deep - Mountain High,1966,0.78,0.39,0.75,0.14,0.04,0.27
That's Life,1966,0.53,0.55,0.44,0.44,0.07,0.63
Jumpin' Jack Flash - Mono,1966,0.04,0.6,0.9,0.07,0.05,0.62
Scarborough Fair / Canticle,1966,0.65,0.34,0.25,0.11,0.03,0.3
Sloop John B - Remastered,1966,0.4,0.57,0.75,0.09,0.03,0.9
Homeward Bound,1966,0.83,0.49,0.38,0.1,0.03,0.53
Under My Thumb,1966,0.3,0.73,0.49,0.09,0.04,0.8
I Want You,1966,0.36,0.51,0.68,0.08,0.04,0.79
When a Man Loves a Woman,1966,0.13,0.52,0.15,0.12,0.03,0.21
Sunny Afternoon - Mono Mix,1966,0.1,0.6,0.47,0.06,0.03,0.49
How Can We Hang On To A Dream,1966,0.83,0.56,0.18,0.15,0.04,0.37
"Monday, Monday - Single Version",1966,0.74,0.49,0.46,0.57,0.03,0.71
For No One - Remastered 2009,1966,0.78,0.48,0.35,0.12,0.03,0.71
"It's A Man's, Man's, Man's World",1966,0.69,0.54,0.24,0.13,0.04,0.57
Try a Little Tenderness,1966,0.19,0.59,0.13,0.26,0.06,0.07
Wouldn't It Be Nice - Stereo Mix,1966,0.72,0.39,0.63,0.13,0.03,0.72
Nights In White Satin - Single Version / Mono Mix,1967,0.47,0.2,0.48,0.07,0.03,0.17
The End,1967,0.16,0.35,0.3,0.14,0.03,0.03
A Day In The Life - Remastered 2009,1967,0.29,0.36,0.46,0.92,0.07,0.18
Brown Eyed Girl,1967,0.18,0.49,0.58,0.41,0.04,0.91
Respect,1967,0.16,0.81,0.56,0.05,0.04,0.97
White Rabbit,1967,0.49,0.55,0.29,0.09,0.03,0.32
Penny Lane,1967,0.41,0.63,0.39,0.1,0.04,0.65
Suzanne,1967,0.92,0.41,0.17,0.11,0.04,0.35
Hey Joe,1967,0.01,0.35,0.77,0.02,0.04,0.53
Good Vibrations - Remastered,1967,0.33,0.4,0.47,0.11,0.03,0.39
Light My Fire,1967,0.37,0.41,0.73,0.09,0.03,0.44
Strawberry Fields Forever - Remastered 2009,1967,0.34,0.39,0.5,0.07,0.18,0.29
"So Long, Marianne",1967,0.7,0.54,0.4,0.1,0.03,0.23
Little Wing,1967,0.18,0.52,0.53,0.05,0.08,0.43
The Fool On The Hill - Remastered 2009,1967,0.91,0.36,0.26,0.11,0.03,0.49
People Are Strange,1967,0.69,0.7,0.47,0.32,0.04,0.76
The Wind Cries Mary,1967,0.35,0.5,0.5,0.2,0.05,0.34
Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,1967,0.09,0.45,0.67,0.8,0.07,0.58
Lucy In The Sky With Diamonds - Remastered 2009,1967,0.05,0.31,0.33,0.14,0.03,0.67
Purple Haze,1967,0.01,0.53,0.91,0.07,0.08,0.49
Ruby Tuesday,1967,0.83,0.52,0.55,0.17,0.03,0.52
All You Need Is Love - Remastered 2009,1967,0.35,0.4,0.48,0.16,0.03,0.65
"He Ain't Heavy, He's My Brother",1967,0.41,0.31,0.44,0.51,0.03,0.22
When I'm Sixty Four - Remastered 2009,1967,0.63,0.7,0.24,0.09,0.05,0.66
Somebody Will Know Someday,1967,0.18,0.55,0.24,0.12,0.04,0.33
I Am The Walrus - Remastered 2009,1967,0.08,0.4,0.56,0.59,0.05,0.65
Guitar Man,1967,0.54,0.6,0.66,0.07,0.06,0.91
Ain't No Mountain High Enough,1967,0.43,0.66,0.6,0.18,0.03,0.8
San Francisco (Be Sure to Wear Some Flowers In Your Hair),1967,0.05,0.5,0.67,0.22,0.03,0.48
She's Leaving Home - Remastered 2009,1967,0.94,0.38,0.21,0.11,0.03,0.39
I'm a Believer - 2006 Remaster,1967,0.71,0.53,0.78,0.22,0.04,0.96
Waterloo Sunset - Mono Mix,1967,0.16,0.51,0.69,0.17,0.02,0.42
Sunshine Of Your Love,1967,0.48,0.68,0.48,0.12,0.04,0.78
Break on Through (To the Other Side),1967,0.2,0.42,0.75,0.17,0.05,0.79
Somebody to Love,1967,0.41,0.5,0.58,0.32,0.03,0.65
Green Green Grass Of Home,1967,0.16,0.54,0.41,0.1,0.03,0.82
To Love Somebody,1967,0.73,0.42,0.38,0.27,0.03,0.52
Pastorale - Remastered,1968,0.65,0.46,0.52,0.28,0.03,0.35
(Sittin' On) the Dock of the Bay,1968,0.68,0.77,0.37,0.08,0.03,0.54
Blackbird - Remastered 2009,1968,0.75,0.69,0.13,0.06,0.03,0.37
I Put A Spell On You,1968,0,0.39,0.73,0.1,0.03,0.62
While My Guitar Gently Weeps - Remastered 2009,1968,0.02,0.45,0.65,0.17,0.03,0.7
All Along the Watchtower,1968,0,0.44,0.81,0.08,0.06,0.56
"Window Of My Eyes - From ""The American"" Soundtrack",1968,0.19,0.41,0.53,0.31,0.03,0.41
I Say a Little Prayer,1968,0.48,0.59,0.36,0.06,0.04,0.5
(You Make Me Feel Like) A Natural Woman,1968,0.21,0.65,0.32,0.19,0.03,0.28
White Room,1968,0.19,0.55,0.58,0.04,0.03,0.46
"Mrs. Robinson - From ""The Graduate"" Soundtrack",1968,0.71,0.61,0.46,0.07,0.05,0.81
What A Wonderful World - Single Version,1968,0.73,0.27,0.17,0.12,0.04,0.2
Lea,1968,0.39,0.18,0.52,0.06,0.03,0.42
The Weight - Remastered,1968,0.37,0.63,0.55,0.1,0.05,0.52
Ain't Got No - I Got Life - Remastered,1968,0.2,0.62,0.72,0.76,0.04,0.89
Voodoo Child (Slight Return),1968,0.48,0.21,0.91,0.05,0.39,0.45
Suzie Q,1968,0.06,0.44,0.62,0.17,0.03,0.7
Born To Be Wild - Single Version,1968,0.26,0.44,0.73,0.24,0.1,0.54
Words,1968,0.14,0.26,0.29,0.16,0.03,0.25
Massachussetts,1968,0.01,0.48,0.44,0.06,0.03,0.42
Times Were When,1968,0.24,0.45,0.56,0.05,0.03,0.61
I Started A Joke,1968,0.16,0.31,0.46,0.13,0.03,0.43
MacArthur Park,1968,0.8,0.25,0.34,0.14,0.03,0.37
I'd Rather Go Blind,1968,0.69,0.48,0.43,0.15,0.02,0.61
Daydream Believer,1968,0.26,0.51,0.49,0.11,0.03,0.65
Back In The U.S.S.R. - Remastered 2009,1968,0.07,0.48,0.97,0.06,0.09,0.49
"Girl, You'll Be A Woman Soon",1968,0.57,0.52,0.64,0.32,0.03,0.66
Here Comes The Sun - Remastered 2009,1969,0.03,0.56,0.54,0.18,0.03,0.39
Space Oddity - 2015 Remaster,1969,0.07,0.3,0.44,0.18,0.03,0.43
Gimme Shelter,1969,0.45,0.63,0.63,0.17,0.03,0.49
Suspicious Minds,1969,0.04,0.49,0.38,0.41,0.03,0.71
Whole Lotta Love - 1990 Remaster,1969,0.05,0.41,0.9,0.41,0.41,0.42
Sweet Caroline,1969,0.61,0.53,0.13,0.24,0.03,0.58
Fortunate Son,1969,0.2,0.64,0.66,0.15,0.04,0.66
In the Ghetto,1969,0.72,0.4,0.27,0.11,0.03,0.49
Bad Moon Rising,1969,0.06,0.51,0.77,0.06,0.03,0.94
You Can't Always Get What You Want,1969,0.64,0.32,0.62,0.25,0.06,0.47
With A Little Help From My Friends,1969,0.29,0.31,0.43,0.1,0.06,0.31
My Way,1969,0.7,0.4,0.38,0.12,0.03,0.23
Come Together - Remastered 2009,1969,0.03,0.53,0.38,0.09,0.04,0.19
Something - Remastered 2009,1969,0.2,0.4,0.34,0.14,0.03,0.38
Albatross - 2018 Remaster,1969,0.83,0.32,0.06,0.14,0.04,0.26
Just A Little Bit Of Peace In My Heart,1969,0.01,0.27,0.72,0.06,0.03,0.26
Venus,1969,0.46,0.69,0.76,0.08,0.04,0.96
Son of a Preacher Man,1969,0.39,0.4,0.5,0.13,0.08,0.82
Pinball Wizard,1969,0.02,0.54,0.72,0.26,0.04,0.47
Marian,1969,0,0.39,0.45,0.19,0.03,0.39
Proud Mary,1969,0.16,0.72,0.39,0.05,0.03,0.79
Beautiful People,1969,0.61,0.54,0.44,0.4,0.05,0.37
Oh Well (Pt. 1) - 2013 Remaster,1969,0.2,0.47,0.59,0.14,0.14,0.22
Born On The Bayou,1969,0.07,0.68,0.39,0.11,0.05,0.55
Scarlet Ribbons,1969,0.09,0.48,0.42,0.14,0.03,0.47
The Thrill Is Gone,1969,0.34,0.55,0.46,0.1,0.03,0.54
Dazed and Confused,1969,0.04,0.27,0.55,0.1,0.05,0.43
Overture,1969,0.06,0.48,0.62,0.14,0.03,0.19
Streets of London,1969,0.63,0.4,0.3,0.1,0.03,0.19
Down On The Corner,1969,0.58,0.86,0.54,0.07,0.08,0.87
Appleknockers FlopDance/Electronic,1969,0,0.31,0.71,0.26,0.1,0.67
The First Time Ever I Saw Your Face,1969,0.73,0.31,0.03,0.16,0.04,0.14
Touch Me,1969,0.41,0.43,0.9,0.12,0.07,0.77
Summertime,1969,0.04,0.38,0.55,0.31,0.03,0.25
Midnight Rambler,1969,0.77,0.4,0.66,0.17,0.12,0.51
Get Ready,1969,0,0.41,0.87,0.83,0.04,0.65
Black Magic Woman - 2018 Remaster,1969,0.05,0.46,0.41,0.28,0.04,0.44
Suite: Judy Blue Eyes - Remastered,1969,0.47,0.45,0.36,0.2,0.04,0.3
Blue Suede Shoes,1956,0.65,0.56,0.66,0.14,0.06,0.96
JailDance/Electronic Rock,1958,0.41,0.65,0.58,0.07,0.08,0.92
My Baby Just Cares for Me - 2013 Remastered Version,1958,0.83,0.75,0.24,0.09,0.12,0.43
Summertime,1958,0.92,0.17,0.07,0.14,0.03,0.1
Heartbreak Hotel,1958,0.84,0.7,0.21,0.11,0.07,0.72
Hound Dog,1958,0.73,0.36,0.76,0.76,0.06,0.95
Johnny B. Goode,1959,0.74,0.53,0.8,0.31,0.07,0.97
Take Five,1959,0.54,0.45,0.26,0.07,0.04,0.6
Blueberry Hill,1959,0.74,0.49,0.5,0.16,0.03,0.83
