Title,Year,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence
Zij Maakt Het Verschil,2003,0.33,0.34,0.55,0.12,0.04,0.36
I Want To Hold Your Hand - Remastered 2015,2000,0.39,0.49,0.72,0.31,0.05,0.87
Black Magic Woman,2007,0.68,0.5,0.55,0.09,0.03,0.63
Set The Fire To The Third Bar,2006,0.52,0.54,0.38,0.08,0.03,0.39
Ghost Love Score,2004,0.01,0.44,0.78,0.29,0.04,0.19
Going To A Town,2007,0.72,0.56,0.46,0.1,0.03,0.19
Is Dit Alles,2008,0.46,0.83,0.41,0.05,0.13,0.88
A Gentleman's Excuse Me,2008,0.86,0.33,0.17,0.32,0.04,0.19
God Put a Smile upon Your Face,2002,0.18,0.61,0.56,0.04,0.03,0.24
Heartbreak Warfare,2009,0.19,0.62,0.55,0.3,0.02,0.31
Sailing to Philadelphia,2005,0.64,0.59,0.48,0.09,0.02,0.15
Accidentally In Love,2004,0.04,0.55,0.93,0.09,0.04,0.81
It's Raining Men,2008,0.46,0.66,0.93,0.7,0.16,0.46
One Word,2004,0.1,0.62,0.57,0.11,0.03,0.34
Goodnight Saigon,2001,0.13,0.59,0.39,0.07,0.06,0.15
Moonlight Shadow,2009,0.29,0.61,0.72,0.36,0.03,0.8
Zing - Vecht - Huil - Bid - Lach - Werk En Bewonder,2006,0.53,0.53,0.32,0.97,0.08,0.46
Uprising,2009,0,0.6,0.91,0.12,0.08,0.41
My Immortal,2003,0.86,0.19,0.27,0.13,0.04,0.1
Feel Like Flying,2005,0.06,0.67,0.69,0.1,0.03,0.83
Everything,2007,0.39,0.69,0.69,0.09,0.03,0.49
Hey There Delilah,2005,0.87,0.66,0.29,0.11,0.03,0.3
Speeltuin,2002,0.92,0.53,0.08,0.11,0.05,0.31
"Comptine d'un autre été, l'après-midi",2001,0.99,0.48,0.19,0.11,0.05,0.06
Sweet Goodbyes,2009,0.74,0.63,0.33,0.11,0.03,0.47
The Man Who Can't Be Moved,2008,0.43,0.61,0.63,0.1,0.03,0.33
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",2008,0.77,0.32,0.3,0.7,0.03,0.44
Halo,2008,0.27,0.51,0.72,0.06,0.06,0.47
Hollereer,2008,0.03,0.79,0.76,0.1,0.24,0.49
Hier,2000,0,0.5,0.76,0.14,0.03,0.58
Ice Queen,2003,0.04,0.26,0.57,0.11,0.03,0.15
Another 45 Miles,2008,0.28,0.56,0.59,0.23,0.03,0.48
Like a Hurricane - 2003 Remaster,2004,0.01,0.42,0.83,0.16,0.04,0.61
Father & Friend,2007,0.51,0.66,0.62,0.07,0.03,0.66
"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",2004,0.09,0.7,0.78,0.06,0.05,0.39
The Blower's Daughter,2003,0.13,0.34,0.2,0.34,0.03,0.07
Magnificent,2009,0,0.53,0.72,0.11,0.03,0.59
Virtual Insanity - Remastered,2006,0.13,0.66,0.95,0.14,0.11,0.52
Belle Hélène,2008,0.11,0.74,0.56,0.08,0.04,0.98
Go With The Flow,2002,0.01,0.24,0.99,0.83,0.1,0.37
Sound Of The Screameng Day,2008,0,0.59,0.55,0.29,0.03,0.5
Plug in Baby,2001,0,0.41,0.97,0.11,0.05,0.35
Heavy Cross,2009,0.08,0.79,0.69,0.14,0.03,0.22
Nederwiet,2008,0.46,0.78,0.71,0.06,0.19,0.61
Heart Of Glass,2006,0,0.73,0.7,0.06,0.03,0.41
The Real Slim Shady,2000,0.03,0.95,0.66,0.05,0.06,0.76
Stuck In A Moment You Can't Get Out Of,2000,0.39,0.52,0.64,0.17,0.02,0.32
Tumble and Fall,2001,0.02,0.45,0.61,0.09,0.03,0.48
Les lacs du Connemara,2004,0.57,0.3,0.59,0.63,0.05,0.4
Hier Kom Ik Weg,2008,0.85,0.57,0.38,0.13,0.03,0.53
Starlight,2006,0,0.55,0.87,0.21,0.03,0.32
Dakota,2005,0.13,0.51,0.93,0.09,0.07,0.31
Time To Say Goodbye (Con Te Partirò),2006,0.91,0.29,0.44,0.1,0.03,0.45
Green Eyes,2002,0.54,0.61,0.41,0.23,0.03,0.23
Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit,2004,0.01,0.6,0.85,0.06,0.06,0.09
De Kapitein Deel II,2000,0.41,0.67,0.61,0.11,0.03,0.67
Supermassive Black Hole,2006,0.05,0.67,0.92,0.09,0.04,0.78
Pak Maar M'n Hand,2007,0.38,0.32,0.57,0.11,0.03,0.38
De Bom,2008,0.31,0.86,0.81,0.12,0.04,0.85
Bombay,2008,0.02,0.52,0.92,0.02,0.05,0.73
Mary Jane's Last Dance,2008,0.03,0.46,0.66,0.33,0.06,0.53
Oerend Hard,2008,0.12,0.66,0.66,0.08,0.1,0.84
Society,2007,0.9,0.56,0.33,0.11,0.03,0.3
White Flag,2003,0.31,0.51,0.54,0.09,0.04,0.28
Heaven Must Be Missing An Angel - Pt. 1,2004,0.01,0.61,0.75,0.39,0.03,0.97
Wake Me up When September Ends,2004,0.02,0.55,0.81,0.1,0.03,0.15
Can't Stop,2002,0.02,0.62,0.94,0.17,0.05,0.88
Driving Home for Christmas,2007,0.33,0.5,0.66,0.21,0.04,0.89
Mutter,2001,0.02,0.49,0.62,0.13,0.03,0.08
Pa,2008,0.43,0.93,0.59,0.11,0.05,0.96
Blauw,2007,0,0.51,0.75,0.14,0.03,0.28
Spicks And Specks,2001,0.78,0.65,0.63,0.28,0.03,0.71
Stan,2000,0.04,0.78,0.77,0.52,0.24,0.51
Beautiful,2002,0.58,0.46,0.57,0.11,0.03,0.1
Gravity,2006,0.73,0.76,0.33,0.24,0.03,0.24
Leave the Light On,2009,0.26,0.57,0.48,0.1,0.03,0.16
Ruthless Queen,2009,0.08,0.53,0.46,0.2,0.03,0.22
Everlong - Acoustic Version,2009,0.91,0.64,0.34,0.11,0.03,0.55
Here Without You,2002,0.05,0.54,0.55,0.13,0.02,0.23
One,2005,0.08,0.34,0.87,0.13,0.08,0.27
Mijn Houten Hart,2003,0.46,0.43,0.59,0.09,0.03,0.25
Mad World (Feat. Michael Andrews),2002,0.98,0.35,0.06,0.1,0.04,0.3
Sinds 1 Dag Of 2 (32 Jaar),2008,0.28,0.88,0.6,0.14,0.04,0.96
Feeling Good,2005,0.53,0.54,0.55,0.12,0.04,0.48
The Wall Street Shuffle,2004,0.16,0.52,0.5,0.11,0.03,0.66
Song 2,2000,0,0.66,0.71,0.07,0.09,0.86
I Would Stay,2000,0.82,0.47,0.26,0.12,0.04,0.27
Piano Man,2001,0.6,0.33,0.47,0.32,0.03,0.43
Fireflies,2009,0.03,0.51,0.66,0.12,0.04,0.46
Lost,2004,0.22,0.52,0.25,0.14,0.03,0.14
Woman,2006,0,0.22,0.95,0.16,0.18,0.17
Where Is The Love?,2003,0.11,0.83,0.7,0.13,0.2,0.8
Yellow,2000,0,0.43,0.66,0.23,0.03,0.28
This Is The Life,2007,0.27,0.62,0.88,0.07,0.03,0.86
Wicked Game,2006,0.74,0.67,0.55,0.09,0.03,0.29
Breakeven,2008,0.17,0.63,0.7,0.08,0.02,0.53
Not An Addict,2009,0,0.26,0.65,0.12,0.04,0.34
So Incredible,2008,0.11,0.54,0.86,0.72,0.03,0.75
Mr Rock & Roll,2007,0.03,0.6,0.87,0.11,0.03,0.44
Will You Be There - Single Version,2005,0.51,0.41,0.63,0.08,0.07,0.44
Vlinder,2003,0.16,0.35,0.79,0.38,0.04,0.8
Cambodia,2006,0.01,0.7,0.57,0.11,0.03,0.71
Back To Black,2006,0.12,0.49,0.73,0.1,0.04,0.34
Dochters,2008,0.57,0.64,0.52,0.11,0.03,0.36
Hocus Pocus,2001,0.02,0.26,0.82,0.28,0.15,0.4
Mensch,2008,0.03,0.68,0.78,0.08,0.08,0.87
Amsterdam,2002,0.84,0.26,0.18,0.12,0.03,0.11
Time Is Running Out,2004,0,0.59,0.84,0.09,0.06,0.43
Rain Down on Me,2003,0,0.46,0.88,0.11,0.06,0.33
Denis,2006,0,0.53,0.77,0.06,0.05,0.86
Hometown Glory,2008,0.96,0.45,0.34,0.1,0.04,0.21
Live And Let Die - Live,2003,0.36,0.24,0.93,0.97,0.08,0.23
I Still Cry,2000,0.32,0.54,0.35,0.13,0.03,0.16
Ren Lenny Ren,2002,0.01,0.51,0.87,0.33,0.05,0.43
In My Place,2002,0.06,0.43,0.59,0.3,0.03,0.19
Numb,2003,0,0.5,0.86,0.64,0.04,0.24
Slow Dancing in a Burning Room,2006,0.57,0.67,0.36,0.08,0.03,0.29
Empire State Of Mind,2009,0.03,0.49,0.96,0.46,0.39,0.81
Drops of Jupiter,2001,0.15,0.47,0.64,0.15,0.03,0.5
Omarm,2003,0.41,0.27,0.44,0.1,0.03,0.08
(What A) Wonderful World,2000,0.63,0.69,0.51,0.46,0.03,0.89
Teardrops,2001,0.09,0.87,0.72,0.18,0.05,0.97
The Rising,2002,0.07,0.5,0.76,0.09,0.03,0.33
Snow (Hey Oh),2006,0.12,0.43,0.9,0.12,0.05,0.6
I Don't Wanna Hurt,2007,0.6,0.48,0.48,0.1,0.03,0.22
Ordinary People,2005,0.93,0.47,0.13,0.09,0.08,0.36
Iedereen Is Van De Wereld,2007,0,0.45,0.73,0.29,0.04,0.38
Gold,2000,0.26,0.71,0.74,0.1,0.04,0.64
All Night Long (All Night) - Single Version,2003,0.12,0.74,0.58,0.05,0.05,0.78
Can't Stop Loving You - 2016 Remaster,2002,0.01,0.6,0.78,0.11,0.03,0.42
City Of Blinding Lights,2004,0,0.44,0.77,0.11,0.03,0.2
Munich,2005,0,0.18,0.88,0.32,0.05,0.39
Hey Ya!,2003,0.1,0.73,0.97,0.18,0.07,0.97
There Must Be an Angel (Playing with My Heart),2005,0.28,0.58,0.78,0.08,0.04,0.6
Laat Me / Vivre - Lange Versie,2005,0.6,0.66,0.41,0.16,0.03,0.37
Watskeburt?!,2008,0.01,0.95,0.49,0.23,0.23,0.59
Feel,2002,0.01,0.6,0.73,0.14,0.03,0.29
Lady Jane - (Original Single Mono Version),2004,0.34,0.38,0.47,0.09,0.05,0.31
La Isla Bonita,2009,0.39,0.71,0.83,0.06,0.04,0.97
Go Like Elijah,2009,0.04,0.63,0.88,0.17,0.04,0.49
Chop Suey!,2001,0,0.42,0.93,0.13,0.12,0.29
Sorry - (Live in Tivoli),2009,0.94,0.35,0.47,0.66,0.04,0.2
Black or White - Single Version,2005,0.08,0.74,0.89,0.09,0.05,0.96
Shut Your Eyes,2006,0.15,0.69,0.74,0.08,0.03,0.84
Ironic,2005,0.25,0.46,0.64,0.19,0.06,0.29
I Bet You Look Good On The Dancefloor,2006,0,0.54,0.95,0.38,0.04,0.78
Hurt,2002,0.65,0.53,0.39,0.09,0.03,0.16
Vogue,2009,0,0.74,0.88,0.42,0.04,0.33
If I Were a Boy,2008,0.11,0.63,0.52,0.35,0.03,0.43
Dyna-Mite,2005,0,0.58,0.92,0.2,0.06,0.77
Une Belle Histoire (Een Mooi Verhaal),2008,0.36,0.57,0.68,0.18,0.03,0.67
Sandstorm - Radio Edit,2007,0.17,0.54,0.98,0.08,0.05,0.52
Right Next Door (Because Of Me),2002,0.23,0.61,0.65,0.05,0.05,0.79
Hald Mich 'S Vas,2004,0.29,0.29,0.54,0.12,0.04,0.16
Like a Prayer,2009,0.26,0.62,0.84,0.18,0.04,0.26
Rockin' All Over The World,2005,0.13,0.62,0.96,0.51,0.04,0.97
Blue Hotel,2006,0,0.52,0.81,0.12,0.03,0.53
Dear Mr. President,2009,0.85,0.48,0.3,0.11,0.04,0.3
Stiekem Gedanst,2008,0.21,0.66,0.63,0.6,0.06,0.84
Human,2008,0,0.56,0.8,0.09,0.06,0.58
Lady Madonna - Remastered 2015,2000,0.14,0.65,0.78,0.22,0.03,0.57
Both Sides Now,2000,0.87,0.26,0.14,0.1,0.03,0.14
God Is a DJ,2005,0.18,0.61,0.9,0.17,0.04,0.39
Viva La Vida,2008,0.09,0.49,0.62,0.11,0.03,0.42
Kids,2007,0,0.45,0.93,0.36,0.07,0.17
Bend & Break,2004,0,0.47,0.84,0.16,0.03,0.48
We Can Work It Out - Remastered 2015,2000,0.06,0.38,0.68,0.18,0.03,0.65
Sing for Absolution,2004,0.46,0.44,0.68,0.09,0.03,0.19
Superstition - Single Version,2002,0.04,0.63,0.63,0.04,0.07,0.87
Vertigo,2004,0,0.42,0.82,0.15,0.06,0.63
By the Way,2002,0.03,0.45,0.97,0.1,0.11,0.2
Hey Jude,2006,0.09,0.46,0.63,0.4,0.02,0.59
November,2005,0.63,0.32,0.4,0.22,0.04,0.23
Geef Mij Je Angst,2006,0.75,0.37,0.56,0.97,0.05,0.42
Stuck In The Middle With You,2009,0.09,0.8,0.56,0.06,0.04,0.96
Het Regent Zonnestralen,2005,0.41,0.62,0.75,0.11,0.03,0.83
Violet Hill,2008,0.06,0.35,0.58,0.12,0.04,0.11
Dog Days Are Over,2009,0.04,0.49,0.81,0.12,0.08,0.25
Beautiful Day,2000,0.01,0.54,0.93,0.36,0.05,0.45
Major Tom,2005,0.03,0.78,0.54,0.22,0.06,0.68
An End Has a Start,2007,0,0.35,0.92,0.34,0.05,0.54
Lost!,2008,0.01,0.36,0.78,0.38,0.04,0.58
What It Is,2000,0.64,0.63,0.67,0.28,0.03,0.48
Blue Monday - 2016 Remaster,2005,0,0.79,0.7,0.08,0.06,0.86
Behind Blue Eyes,2003,0.5,0.6,0.49,0.12,0.03,0.09
Rehab,2006,0.05,0.43,0.87,0.4,0.07,0.73
Bird of Paradise,2003,0.6,0.47,0.44,0.32,0.04,0.31
I'm Yours,2008,0.6,0.69,0.46,0.11,0.05,0.72
Onderweg,2000,0.35,0.62,0.68,0.08,0.02,0.41
Mr. Bojangles - Single Version,2002,0.75,0.54,0.18,0.11,0.05,0.13
Unwritten,2004,0.01,0.71,0.8,0.08,0.04,0.63
Resistance,2009,0.06,0.47,0.77,0.11,0.05,0.09
Bedshaped,2004,0.61,0.33,0.41,0.1,0.03,0.07
Mia,2002,0.04,0.7,0.3,0.1,0.03,0.23
You Oughta Know,2005,0.23,0.64,0.86,0.87,0.07,0.47
Overcome,2001,0.78,0.38,0.4,0.1,0.03,0.19
Stand My Ground,2004,0.05,0.25,0.87,0.12,0.05,0.13
Chasing Cars,2006,0.21,0.56,0.59,0.13,0.03,0.14
Dani California,2006,0.02,0.56,0.91,0.35,0.04,0.73
Unfinished Sympathy,2006,0.01,0.59,0.89,0.51,0.03,0.7
Nine Million Bicycles,2005,0.52,0.53,0.25,0.12,0.03,0.34
You're Beautiful,2005,0.63,0.68,0.48,0.09,0.03,0.45
It's My Life,2000,0.03,0.55,0.91,0.35,0.05,0.54
Politik,2002,0.04,0.26,0.48,0.11,0.03,0.07
Mooie Dag,2002,0.11,0.5,0.58,0.14,0.03,0.3
In Nije Dei,2004,0.51,0.41,0.49,0.96,0.03,0.15
Sex on Fire,2008,0,0.54,0.91,0.14,0.05,0.37
Hallelujah,2009,0.24,0.19,0.24,0.11,0.03,0.11
Somewhere Only We Know,2004,0.08,0.45,0.66,0.08,0.03,0.37
Sunrise,2004,0,0.79,0.73,0.1,0.03,0.94
How You Remind Me,2001,0,0.45,0.76,0.1,0.03,0.54
When You Say Nothing At All,2000,0.16,0.46,0.45,0.08,0.03,0.42
Hard Sun,2007,0.05,0.44,0.83,0.32,0.03,0.65
Belfast Child,2008,0.3,0.14,0.39,0.1,0.05,0.3
Feel Good Inc.,2005,0.01,0.82,0.71,0.61,0.18,0.77
Alles Is Liefde,2007,0,0.51,0.77,0.17,0.04,0.57
Jerusalem,2004,0,0.61,0.84,0.08,0.04,0.54
Mr Bojangles,2001,0.72,0.51,0.33,0.18,0.11,0.27
Tranen Gelachen,2007,0.16,0.3,0.54,0.12,0.04,0.54
When The Sun Goes Down,2006,0.03,0.35,0.88,0.12,0.2,0.41
Frozen,2009,0.51,0.59,0.74,0.18,0.03,0.29
The Racing Rats,2007,0,0.32,0.84,0.08,0.05,0.22
Poker Face,2008,0.12,0.85,0.81,0.12,0.08,0.78
Life in Technicolor ii,2008,0,0.47,0.91,0.25,0.04,0.29
One,2000,0.61,0.51,0.5,0.39,0.03,0.42
Ruby,2007,0.01,0.44,0.93,0.08,0.05,0.4
Het Land Van,2005,0.89,0.66,0.53,0.14,0.17,0.61
Bad Romance,2009,0,0.7,0.92,0.08,0.04,0.71
Elevation,2000,0,0.58,0.8,0.05,0.04,0.42
Trouble,2000,0.19,0.56,0.55,0.17,0.03,0.19
De Peel In Brand,2005,0.61,0.28,0.36,0.14,0.04,0.33
Black Betty,2005,0,0.49,0.73,0.16,0.09,0.83
Wrong,2000,0.14,0.54,0.66,0.55,0.04,0.49
Never Be Clever,2001,0.54,0.56,0.89,0.32,0.04,0.96
Undisclosed Desires,2009,0.01,0.68,0.59,0.08,0.03,0.64
Auto Vliegtuug,2005,0.48,0.32,0.52,0.16,0.02,0.25
Meer Dan Een Ander,2009,0.81,0.56,0.18,0.07,0.03,0.25
Brabant,2002,0.56,0.41,0.47,0.1,0.03,0.39
Mother Earth,2003,0.02,0.43,0.59,0.24,0.03,0.15
One More Time,2001,0.02,0.61,0.7,0.33,0.13,0.48
(You're The) Devil in Disguise,2002,0.57,0.48,0.73,0.11,0.17,0.87
TRUE - Single Edit,2008,0.51,0.74,0.55,0.06,0.03,0.35
Make It Wit Chu,2007,0.36,0.7,0.81,0.13,0.03,0.58
Bring Me To Life,2003,0.01,0.33,0.94,0.24,0.07,0.3
Clocks,2002,0.6,0.58,0.75,0.18,0.03,0.26
Farewell To The Fairground,2009,0,0.53,0.77,0.12,0.04,0.3
Bliss,2001,0,0.45,0.8,0.11,0.05,0.25
Kijk Omhoog,2007,0.05,0.41,0.56,0.19,0.03,0.47
9 Crimes,2006,0.91,0.33,0.17,0.09,0.03,0.1
Working On a Dream,2009,0,0.56,0.77,0.22,0.03,0.71
Nutbush City Limits,2008,0.09,0.69,0.89,0.03,0.03,0.91
Do They Know It's Christmas? - 1984 Version,2004,0.16,0.6,0.64,0.1,0.04,0.35
Changes,2007,0.04,0.87,0.66,0.14,0.08,0.32
Mag Ik Dan Bij Jou,2010,0.97,0.54,0.29,0.71,0.03,0.19
Sterrenstof,2010,0.32,0.71,0.79,0.2,0.11,0.9
Love Will Tear Us Apart - 2010 Remaster,2010,0,0.53,0.9,0.14,0.04,0.91
Mag Het Licht Uit,2010,0.36,0.74,0.42,0.1,0.03,0.58
Why Tell Me Why,2010,0.23,0.65,0.77,0.59,0.06,0.38
Wonderful Days,2010,0.01,0.55,0.92,0.99,0.07,0.11
Dat Komt Door Jou,2010,0.38,0.59,0.53,0.12,0.04,0.31
Don't Give up the Fight,2010,0.88,0.28,0.3,0.12,0.03,0.26
I Follow Rivers - Live @ Giel!,2010,0.15,0.67,0.41,0.03,0.06,0.71
Liverpool Rain,2010,0.25,0.45,0.5,0.11,0.03,0.21
No Mercy,2010,0.09,0.77,0.57,0.11,0.03,0.61
Peter Gunn Theme,2010,0.01,0.43,0.83,0.92,0.03,0.71
Alors on danse,2010,0.09,0.79,0.59,0.07,0.08,0.73
The Eve of the War,2010,0.08,0.4,0.59,0.11,0.04,0.37
A Night Like This,2010,0.57,0.87,0.71,0.1,0.04,0.96
Raise Your Glass,2010,0,0.7,0.71,0.03,0.08,0.63
Verdammt ich lieb dich - Remastered,2010,0.5,0.59,0.8,0.09,0.07,0.32
Christmas Lights,2010,0.13,0.31,0.42,0.08,0.03,0.24
The Promise You Made,2010,0.38,0.71,0.41,0.15,0.04,0.65
Back Home,2010,0.06,0.47,0.84,0.1,0.05,0.74
Times Are Changing,2010,0.04,0.5,0.81,0.15,0.04,0.28
Proosten,2010,0.43,0.64,0.65,0.12,0.03,0.76
Just the Way You Are,2010,0.02,0.64,0.84,0.09,0.04,0.43
Need You Now,2010,0.03,0.58,0.72,0.24,0.03,0.32
Man Down,2010,0.04,0.48,0.91,0.05,0.19,0.54
Pyro,2010,0.01,0.37,0.61,0.1,0.04,0.19
You Got It,2010,0.6,0.66,0.59,0.31,0.03,0.67
Atmosphere - 2010 Remaster,2010,0.23,0.62,0.39,0.12,0.03,0.44
Grenade,2010,0.15,0.71,0.56,0.12,0.06,0.23
Have You Ever Been Mellow,2010,0.2,0.6,0.96,0.25,0.05,0.57
Back Down South,2010,0.06,0.48,0.62,0.26,0.04,0.15
Riverside,2010,0.98,0.65,0.19,0.13,0.03,0.23
Hold On Tight,2010,0.09,0.63,0.73,0.16,0.03,0.5
Someone Like You,2011,0.89,0.56,0.33,0.1,0.03,0.28
Set Fire to the Rain,2011,0,0.61,0.68,0.13,0.03,0.47
Rainbow In The Sky - K & A's Radio Blast,2011,0,0.48,0.94,0.28,0.03,0.26
Levels,2011,0.03,0.6,0.83,0.34,0.04,0.35
Somebody That I Used To Know,2011,0.59,0.86,0.5,0.1,0.04,0.72
Paradise,2011,0.05,0.45,0.59,0.08,0.03,0.2
Rood,2011,0.01,0.48,0.78,0.08,0.05,0.18
A Boy Named Sue (Live),2011,0.93,0.52,0.46,0.78,0.05,0.89
Still Loving You,2011,0,0.28,0.61,0.1,0.03,0.08
Little Black Submarines,2011,0.16,0.37,0.47,0.11,0.04,0.49
Walk,2011,0,0.23,0.87,0.29,0.05,0.19
The A Team,2011,0.67,0.64,0.29,0.18,0.04,0.41
kom terug,2011,0.02,0.5,0.73,0.2,0.03,0.24
Prachtig mooie dag,2011,0.1,0.55,0.69,0.08,0.03,0.56
lippy kids,2011,0.96,0.42,0.2,0.08,0.03,0.1
Titanium (feat. Sia),2011,0.07,0.6,0.79,0.13,0.1,0.3
Faster,2011,0,0.51,0.93,0.14,0.04,0.48
Lonely Boy,2011,0,0.36,0.87,0.1,0.07,0.61
Turning Tables,2011,0.95,0.31,0.45,0.13,0.03,0.21
Luv U More - K&A's Radio blast,2011,0,0.51,0.82,0.14,0.03,0.07
Kan Ik Iets Voor Je Doen,2011,0.14,0.5,0.73,0.31,0.03,0.45
Driver's Seat,2011,0,0.74,0.8,0.19,0.04,0.98
Zing Voor Me,2011,0.8,0.43,0.52,0.22,0.07,0.56
Every Teardrop Is a Waterfall,2011,0,0.43,0.73,0.17,0.04,0.31
Waarom Nou Jij,2011,0.12,0.44,0.51,0.13,0.03,0.25
Mijn Vlakke Land,2011,0.26,0.4,0.33,0.08,0.05,0.46
Rumour Has It,2011,0.64,0.62,0.75,0.09,0.05,0.56
Keep Your Head Up,2011,0.44,0.51,0.6,0.11,0.03,0.4
Pumped Up Kicks,2011,0.14,0.73,0.71,0.1,0.03,0.97
Happiness,2011,0.72,0.53,0.57,0.13,0.06,0.49
Give Me Love,2011,0.69,0.53,0.33,0.11,0.05,0.11
Gold on the Ceiling,2011,0.01,0.51,0.83,0.07,0.05,0.56
Ni**as In Paris,2011,0.13,0.79,0.86,0.35,0.32,0.77
Run the World (Girls),2011,0,0.73,0.9,0.37,0.14,0.76
I Won' T Let You Down,2011,0.54,0.64,0.35,0.07,0.03,0.59
Love On Top,2011,0.08,0.65,0.75,0.6,0.09,0.65
Lego Dance/Electronic,2011,0.56,0.59,0.64,0.13,0.1,0.56
Skinny Love,2011,0.95,0.38,0.29,0.12,0.05,0.17
Dust Bowl,2011,0.36,0.52,0.75,0.2,0.05,0.7
Damn Those Eyes,2011,0,0.34,0.76,0.35,0.04,0.33
These Days,2011,0,0.53,0.66,0.21,0.03,0.22
Original Sin,2011,0.01,0.69,0.63,0.06,0.04,0.74
Terug Naar De Kust,2011,0.82,0.49,0.45,0.62,0.03,0.4
Georgia on My Mind,2011,0.86,0.29,0.32,0.19,0.03,0.2
Charlie Brown,2011,0.02,0.43,0.74,0.33,0.04,0.09
I've Just Lost Somebody,2011,0.04,0.37,0.4,0.08,0.03,0.27
Skyfall - Full Length,2012,0.42,0.35,0.55,0.11,0.03,0.08
Zo Stil,2012,0.04,0.57,0.69,0.11,0.03,0.78
Holiday In Spain,2012,0.66,0.65,0.32,0.13,0.03,0.28
Radioactive,2012,0.11,0.45,0.78,0.67,0.06,0.24
Video Games - Remastered,2012,0.81,0.39,0.26,0.09,0.03,0.18
Demons,2012,0.19,0.51,0.71,0.33,0.03,0.43
She,2012,0.43,0.33,0.28,0.13,0.03,0.28
Just Give Me a Reason (feat. Nate Ruess),2012,0.35,0.78,0.55,0.13,0.05,0.44
Try,2012,0,0.67,0.63,0.09,0.03,0.55
I Will Wait,2012,0.01,0.48,0.76,0.31,0.03,0.45
Home Again,2012,0.01,0.5,0.75,0.35,0.04,0.3
Tubular Bells,2012,0.49,0.28,0.2,0.13,0.03,0.16
Winter,2012,0.98,0.24,0.2,0.11,0.03,0.27
Droomland,2012,0.26,0.32,0.47,0.95,0.03,0.25
Wat Zou Je Doen?,2012,0.4,0.35,0.51,0.71,0.03,0.22
Madness,2012,0.13,0.5,0.42,0.11,0.07,0.22
Sovereign Light Café,2012,0.01,0.54,0.73,0.16,0.03,0.51
Can't Hold Us - feat. Ray Dalton,2012,0.03,0.64,0.92,0.09,0.08,0.85
Lover of the Light,2012,0.01,0.3,0.69,0.27,0.05,0.37
San Quentin,2012,0.56,0.7,0.4,0.9,0.06,0.82
On Top Of The World,2012,0.09,0.64,0.93,0.09,0.15,0.76
Flappie,2012,0.79,0.75,0.24,0.44,0.08,0.67
Home Again,2012,0.7,0.52,0.32,0.12,0.03,0.27
If You Could See Me Now,2012,0.01,0.51,0.76,0.14,0.07,0.35
Hall of Fame,2012,0.07,0.42,0.87,0.12,0.06,0.63
Dodenrit,2012,0.67,0.51,0.6,0.81,0.1,0.96
When I Was Your Man,2012,0.93,0.61,0.28,0.09,0.04,0.39
I Won't Give Up,2012,0.69,0.59,0.3,0.12,0.04,0.14
Slapeloze Nachten,2012,0.35,0.81,0.65,0.15,0.06,0.81
One Moment in Time,2012,0.49,0.27,0.54,0.1,0.03,0.33
Zaterdag,2012,0.09,0.75,0.71,0.1,0.03,0.9
Babel,2012,0.03,0.37,0.81,0.08,0.05,0.65
Hopeless Wanderer,2012,0.01,0.27,0.58,0.11,0.04,0.2
Follow the Sun,2012,0.53,0.61,0.39,0.11,0.04,0.22
Later Als Ik Groter Ben,2012,0,0.53,0.73,0.08,0.03,0.57
Clown,2012,0.92,0.46,0.26,0.11,0.04,0.23
Stay - Album Version (Edited),2012,0.95,0.62,0.31,0.12,0.03,0.13
Diamonds,2012,0,0.56,0.71,0.11,0.05,0.39
It's Time,2012,0.02,0.66,0.88,0.14,0.04,0.86
Little Talks,2012,0.02,0.45,0.76,0.15,0.03,0.42
Euphoria,2012,0.08,0.52,0.68,0.06,0.04,0.11
Oceaan,2013,0.86,0.47,0.34,0.11,0.04,0.24
Lola Montez,2013,0,0.51,0.88,0.07,0.03,0.68
Wake Me Up,2013,0,0.53,0.78,0.16,0.05,0.64
Formidable,2013,0.1,0.51,0.63,0.15,0.19,0.5
Do I Wanna Know?,2013,0.19,0.55,0.53,0.22,0.03,0.41
Another Love,2013,0.7,0.45,0.54,0.09,0.04,0.13
Hey Brother,2013,0.03,0.55,0.78,0.08,0.04,0.46
I See Fire,2013,0.56,0.63,0.05,0.1,0.04,0.2
This Is What It Feels Like,2013,0.04,0.55,0.83,0.06,0.03,0.14
All of Me,2013,0.92,0.42,0.26,0.13,0.03,0.33
Dansen Op De Vulkaan,2013,0.02,0.58,0.95,0.04,0.06,0.78
Witch Doctor,2013,0,0.6,0.56,0.05,0.06,0.33
Diamonds,2013,0.17,0.45,0.75,0.18,0.06,0.42
Let Her Go,2013,0.37,0.48,0.55,0.1,0.07,0.24
Papaoutai,2013,0.03,0.73,0.81,0.06,0.08,0.25
Strong,2013,0.74,0.57,0.4,0.08,0.03,0.3
Layla,2013,0.34,0.41,0.93,0.6,0.1,0.39
